item	file	line	kind	origin	status	evidence
project_ship_3d_point	src/ship3d.rs	2197	fn	0x9A10,0x9A30,0x9A31,0x2f95,0x98B9,0x9A34,0x9A3F,0x2f65,0x9A	ASM	/// Project one point through the camera, from `ship_3d_point_cloud_project` /// @`0x9A10` (the body at `0x9A30`): /// /// ```text ///   0x9A31  mov bp,0x2f95              the matrix built at 0x98B9 /
plot_ship_3d_projected_point	src/ship3d.rs	2258	fn	0x9B04,0x9B0A,0x5235,0x9B10,0x5237,0x9B19,0x5239,0x523B,0x9B	ASM	/// Plot one projected point, `ship_3d_plot_point` @`0x9B04`: /// /// ```text ///   0x9B0A  cmp ax,[0x5235] / jl   reject left of the clip ///   0x9B10  cmp ax,[0x5237] / jge  reject at or past the ri
ship_3d_projected_point_shade	src/ship3d.rs	2299	fn	0x9B37,0x9B3A,0x9B3D,0x9B3F	ASM	/// Depth shade for a plotted point: `0xEF - (depth >> 12)`, from the plot at /// `0x9B37`: /// /// ```text ///   0x9B37  mov ax,[bp+0x28]   the projected DEPTH ///   0x9B3A  shr ax,0xc         >> 12 
ship_3d_projected_point_offset	src/ship3d.rs	2313	fn	0x9B25,0x9B27,0x9B29,0x9B2C,0x9B2E	ASM	/// Framebuffer offset for a projected point — `y*320 + x`, built by the plot at /// `0x9B25` without a multiply: /// /// ```text ///   0x9B25  mov di,bx      di = y ///   0x9B27  xchg bh,bl     bx = 
SHIP_3D_POINT_CLOUD_LEN	src/ship3d.rs	2322	const	0x9B67,0x3E8,0x9B6A,0x2FC1,0x9B71,0xFFFF	ASM	/// Number of 3D point-cloud records the starfield background is built from: /// `ship_3d_point_cloud_randomize` (`0x9B67`) does `mov cx,0x3E8` (`0x9B6A`) and /// `mov di,0x2FC1` (`0x9B71`), then fill
SHIP_3D_POINT_CLOUD_COUNT_IMMEDIATE	src/ship3d.rs	2325	const	0x3e8,0x9B6A,0x9B6B	ASM	/// File offset of that `mov cx,imm`'s operand — `mov cx,0x3e8` sits at `0x9B6A` /// (`b9 e8 03`), so the count word is at `0x9B6B`.
SHIP_3D_POINT_CLOUD_BASE_IMMEDIATE	src/ship3d.rs	2327	const	0x2FC1	ASM	/// ...and of the `mov di,imm` naming the record base (`DS:0x2FC1`).
SHIP_3D_POINT_CLOUD_BASE_DS	src/ship3d.rs	2329	const	0x2fc1,0x9B71	ASM	/// The record base itself, the operand of `mov di,0x2fc1` @`0x9B71`.
BloodPrng	src/ship3d.rs	2342	struct	0x01CE,0x0B02,0x0AEE,0x0AF0,0x0AF1,0x0AF2	ASM?	/// The engine's pseudo-random generator (`far 0x01CE:0x0B02` in BLOODPRG.EXE). /// /// Called as `rng(ax = modulus)` and returns `value % modulus` (for /// `modulus == 0` it returns the raw 16-bit va
default	src/ship3d.rs	2362	fn	0xAEE,0xAF2,0x1CE,0x22E0,0x2DCE	DATA	/// The static (unseeded) state from the shipped BLOODPRG.EXE image — VERIFIED /// rather than assumed (audit-fixes #276), because #275 found a `Default` whose /// zero was a guess about a field the r
seeded_from_rtc_seconds	src/ship3d.rs	2377	fn	0x2DD3,0xAEE	ORACLE	/// Seed as the DOS routine at `0x2DD3` does: it reads the CMOS RTC seconds /// byte (`out 0x70 / in 0x71`) and writes it into both halves of the XOR /// seed word (`mov ah,al; mov cs:[0xAEE],ax`), le
next	src/ship3d.rs	2388	fn	0x01CE,0x0B02	ORACLE	/// Advance the generator and return the next value in `0..modulus` (or the raw 16-bit word /// when `modulus == 0`). Faithful port of the generator at `0x01CE:0x0B02`.
randomize_ship_3d_point_cloud	src/ship3d.rs	2439	fn	0x9B67,0xFFFF	ASM	/// Populate the ship-3D starfield point cloud (`ship_3d_point_cloud_randomize` /// at `0x9B67`). Each of the [`SHIP_3D_POINT_CLOUD_LEN`] records gets random /// `x`/`y`/`z` words from [`BloodPrng::ne
SHIP_3D_PROJECTION_SCREEN_HEIGHT	src/ship3d.rs	2451	const		UNVERIFIED	/// Height of the ship-3D point-cloud depth/color buffer in rows. The DOS pixel /// helper computes `y * 320 + x` into the active page; 200 native rows cover it.
Ship3dPointCloudRender	src/ship3d.rs	2462	struct		UNVERIFIED	/// One plotted starfield pixel and, alongside the returned count, the whole /// depth-shaded buffer produced by [`render_ship_3d_point_cloud`]. /// Parameter/result shape for [`randomize_ship_3d_poin
render_ship_3d_point_cloud	src/ship3d.rs	2489	fn	0x9A10,0x9A1D,0x2F77,0x3E8,0x9A23,0x2FC1,0x9A31,0x2F95,0x9A2	ASM	/// Render the full ship-3D starfield background: the batch loop at `0x9A10`, /// checked against the disassembly: /// /// ```text ///   0x9A1D  mov word [0x2F77],0x3E8    the loop count — 1000, the c
ship_3d_point_cloud_points	src/ship3d.rs	2524	fn	0x9A10,0x9B04,0x9B30	ASM	/// The same starfield as [`render_ship_3d_point_cloud`], but returning the plotted /// points (screen x, y, depth shade) for a GPU point renderer — identical projection, /// viewport clip, depth-shad
SHIP_3D_HUD_BAND_TOP	src/ship3d.rs	2547	const		UNVERIFIED	/// The ship-nav HUD band occupies the bottom rows of the 320x200 frame (below the /// scene band that ends at row 0xA5=165), where the engine draws the grey /// pyramid-nav grid + central eye-orb. Se
SHIP_3D_HUD_PYRAMID_VERTICES	src/ship3d.rs	2710	const	0xB079,0x5D98,0x131B8,0x5491,0x2795,0x279B,0x2793,0x9656,0xB	DATA	/// The recovered ship-nav HUD pyramid geometry: 32 3D vertices (X,Y,Z, signed /// fixed-point) copied by `ship_3d_hud_init` (BLOODPRG.EXE @0xB079) from DS:0x5D98 /// (file 0x131B8) into the HUD worki
render_star_map_navview	src/ship3d.rs	2771	fn	0x9656,0xB193,0x9BBA	ASM?	/// Render the pyramid-nav HUD grid into the bottom band of an indexed 320x200 /// framebuffer (the band the exporter otherwise leaves BLACK in dialogue mode). /// Draws a perspective grid of grey pyr
project_star_map_point	src/ship3d.rs	2784	fn	0x9BBA	ASM	/// As [`render_star_map_navview`], but pans the pyramid field horizontally by /// `compass_angle` (0..179) so the view rotates with the ship's heading (mouse /// steering) — the interactive nav behav
render_star_map_navview_projected	src/ship3d.rs	2817	fn	0x9BBA	ASM	/// Projection-accurate star-map nav view: a receding grid of star-system pyramids /// projected with the game's decoded projection ([`project_star_map_point`]) plus the /// central eye-orb — the syst
render_star_map_navview_panned	src/ship3d.rs	2882	fn		UNVERIFIED	
render_ship_3d_pyramid_hud	src/ship3d.rs	2947	fn		UNVERIFIED	// Bresenham line, clipped to the HUD band. // Perspective grid: rows recede toward a vanishing point up-centre; nearer // (lower) rows have larger, wider-spaced pyramids. // pyramid = two slanted edg
render_ship_3d_starfield	src/ship3d.rs	3012	fn		UNVERIFIED	/// Render a complete ship-3D starfield background from real game data: randomize /// the point cloud from `prng`, build the camera matrix from `angles` using the /// recovered [`SHIP_3D_ANGLE_TABLE`]
project_ship_3d_object_sprite	src/ship3d.rs	3046	fn	0x9B98,0x9BBA,0x2f77,0x9BBE,0x9CFB,0x9BC2,0x9BD1,0x9BD4,0x9B	ASM	/// Project one nav-destination object to a sprite slot, from /// `ship_3d_object_sprite_project` @`0x9B98`: /// /// ```text ///   0x9BBA  dec word [0x2f77]              the object counter, walked DOW
update_ship_3d_sprite_slot_position	src/ship3d.rs	3135	fn	0x420D,0x4210,0x6212,0x421D,0x4221,0x422D,0x6612	ASM	/// Update a sprite slot's screen position, `sprite_slot_position_update` /// @`0x420D`: /// /// ```text ///   0x4210  shl ax,5 / mov bx,0x6212 / add bx,ax   slot = 0x6212 + id*32 ///   0x421D  test a
update_ship_3d_sprite_slot_extent	src/ship3d.rs	3185	fn	0x42CD,0x42D2,0x6212,0x42DD,0x42E1,0x42E4,0x42F7,0x42E8,0x42	ASM	/// Update a sprite slot's extent, `sprite_slot_extent_update` @`0x42CD`. The /// sibling of [`update_ship_3d_sprite_slot_position`], and a good deal subtler: /// /// ```text ///   0x42D2  shl ax,5 / 
commit_ship_3d_sprite_slot_dirty_geometry	src/ship3d.rs	3240	fn	0x43F7,0x6212,0x4412,0x5249,0x4435,0x441D,0x5235,0x4423,0x52	ASM	/// Commit one slot's current geometry into its previous-geometry fields — the /// BODY of `sprite_slot_commit_dirty_range` @`0x43F7`. /// /// SCOPE, stated because the addresses do not match one-to-o
commit_ship_3d_global_clip_snapshot	src/ship3d.rs	3282	fn	0x4412,0x5249,0x4435,0x441D,0x5235,0x4423,0x5239,0x4429,0xff	ASM	/// The clip-SNAPSHOT branch of `sprite_slot_commit_dirty_range` @`0x4412`: /// /// ```text ///   0x4412  test word [0x5249],1 / je 0x4435   the snapshot flag ///   0x441D  mov eax,[0x5235] / stosd   
collect_ship_3d_dirty_sprite_slot_render_commands	src/ship3d.rs	3326	fn	0x4471,0x448A,0x6612,0x448D,0x448F,0x4516,0xFFFF,0x4495,0x44	ASM	/// Walk the dirty-rect list against the active sprite slots — /// `sprite_slot_dirty_range_render` @`0x4471`: /// /// ```text ///   0x448A  mov di,0x6612          the dirty-rect list ///   0x448D  mo
run_ship_3d_temp_snd_setup	src/ship3d.rs	3371	fn		INFRA?	
run_ship_3d_navigation_final_reset	src/ship3d.rs	3417	fn	0xB521,0x1A5E,0x1FAB,0x6788	ASM?	// From `0xB521` the reset stops being nav-specific: `xor ax,ax` there is the // entry labelled `dlg_clear_b`, the DIALOGUE CLEAR, inlined rather than // called (`dlg_clear_a` at `0x1A5E` clears the s
SHIP_INTRO_X_END	src/ship3d.rs	3490	const	0x27DF,0x8A6A,0x8B5A,0x2F65,0x2F71	ASM	/// The ship-3D camera-approach animation state, driven by phase counter `DS:0x27DF` /// (BLOODPRG.EXE `0x8A6A..0x8B5A`). The nav camera moves because this scripted FSM /// walks the camera origin `[0
SHIP_INTRO_X_STEP	src/ship3d.rs	3491	const		UNVERIFIED	
SHIP_INTRO_YAW_WRAP	src/ship3d.rs	3492	const		UNVERIFIED	
SHIP_INTRO_Z_CRUISE	src/ship3d.rs	3493	const		UNVERIFIED	
SHIP_INTRO_Z_ACCEL_STEP	src/ship3d.rs	3494	const		UNVERIFIED	
SHIP_INTRO_X_RESET	src/ship3d.rs	3495	const		UNVERIFIED	
SHIP_INTRO_Z_FINAL	src/ship3d.rs	3496	const	0x27DF,0x2F65,0x2F67,0x2F69,0x2F6B,0x2F71	ASM?	/// Phase counter (`DS:0x27DF`): 1 = pull-in X, 2 = accelerate Z, 3 = reset, /// 4 = hold, then done. /// Camera origin words `DS:0x2F65/0x2F67/0x2F69`. /// Z acceleration accumulator `DS:0x2F6B` (add
Ship3dCameraApproach	src/ship3d.rs	3499	struct	0x27DF,0x2F65,0x2F67,0x2F69,0x2F6B,0x2F71	ASM?	/// Phase counter (`DS:0x27DF`): 1 = pull-in X, 2 = accelerate Z, 3 = reset, /// 4 = hold, then done. /// Camera origin words `DS:0x2F65/0x2F67/0x2F69`. /// Z acceleration accumulator `DS:0x2F6B` (add
default	src/ship3d.rs	3517	fn	0x8AF2,0x8AFE,0x2F69,0x4E20,0x2F71,0x8AF8,0x2F65,0x2710,0x2F	ASM?	// Phase-3 reset immediates (`0x8AF2..0x8AFE`): the approach's start state. // // `origin_y` WAS 0 HERE AND THAT WAS WRONG (audit-fixes #275). The reset // writes only `[0x2F69]=0x4E20` @`0x8AF2`, `[0
step	src/ship3d.rs	3567	fn	0x8A6A,0x8B5A,0x8A76,0x2328,0x2F71,0x8AB3,0x8AE0,0x8B2B,0x8A	ASM	/// Advance one frame through the decoded phase machine (`0x8A6A..0x8B5A`): /// - **P1** (`0x8A76`): if `X >= 0x2328` (9000), `X -= 0x64`; the yaw ///   `[0x2F71]` decrements toward 0 (wrapping to 0xB
origin	src/ship3d.rs	3605	fn		UNVERIFIED	/// The camera origin as a projection origin (for `project_star_map_point` etc.).
build_ship_3d_navigation_source_records	src/ship3d.rs	3614	fn		UNVERIFIED	
build_ship_3d_navigation_candidate_records	src/ship3d.rs	3630	fn		UNVERIFIED	
resolve_ship_3d_position_field	src/ship3d.rs	3703	fn	0x60DD,0x60E3,0x60E5,0x100,0x60EC,0x6023,0x60F6,0x60F9,0x610	ASM	/// The position-field resolver, `ship_3d_position_distance`'s front half /// (`0x60DD`): a ladder on the record's KIND that picks which selector resolves /// its position (audit-fixes #283 — the func
ship_3d_position_distance	src/ship3d.rs	3744	fn		UNVERIFIED	
ship_3d_position_field_distance	src/ship3d.rs	3797	fn	0x60DD,0x60E5,0x100,0x6114,0x60EA,0x60EC,0x6023,0x60F4,0x60F	ASM	/// Euclidean distance between two object POSITION FIELDS — /// `ship_3d_position_distance` @`0x60DD`. /// /// The routine's interesting half is how it FINDS the coordinates, which this /// function t
ship_3d_binary_sqrt	src/ship3d.rs	3829	fn	0x2E33,0x60DD,0x2E3B,0x2E4F,0x2E3F,0xfff,0x0FFF,0x2E42,0x2E5	ASM	/// Integer square root of a 32-bit value, `binary_u32_sqrt` @`0x2E33` — the /// helper `ship_3d_position_distance` (`0x60DD`) uses for object distances. /// /// The estimate seeding is a ladder on th
ship_3d_object_table_bit_is_set	src/ship3d.rs	3868	fn		UNVERIFIED	
select_ship_3d_c1_source_record	src/ship3d.rs	3918	fn	0x6C1C,0x6B4C,0x6C07,0x624B,0x6886,0x6C0D,0x6C1D,0x6C39,0x62	ASM	/// The C1 kind-0x10 source-list scan, `0x6C1C`. Reached from the 0xC1 handler /// (`0x6B4C`) only when the resolved record's kind is `0x10` (`cmp ax,0x10 / /// jne` @`0x6C07`); the handler first rebu
resolve_ship_3d_c1_kind10_destination_record	src/ship3d.rs	3956	fn		UNVERIFIED	
write_ship_3d_c1_kind10_destination_slot	src/ship3d.rs	3970	fn		TESTED	
run_ship_3d_navigation_trigger_prelude	src/ship3d.rs	3993	fn		INFRA?	
draw_ship_3d_target_list	src/ship3d.rs	4075	fn		UNVERIFIED	
select_ship_3d_target_record	src/ship3d.rs	4133	fn		ASM	
ship_3d_plane_band_byte_count	src/ship3d.rs	4205	fn	0xB71C	ASM	/// Bytes the plane band copy moves: `(depth + 35) * 80`, from `0xB71C` — /// `mov ax,bx / add ax,0x23 / mov dl,0x50 / mul dl`. The add happens in 8 bits /// (`mul dl` takes AL), which is why the port
ship_3d_scroll_value	src/ship3d.rs	4222	fn	0x524F,0xB6F7,0xB708,0x6F7,0x6FB,0x700,0x703,0x524d,0xB6F0	ASM	/// The scroll value written to `DS:0x524F`, from `0xB6F7..0xB708`: /// /// ```text ///   0x6F7  mov ax,bx / add ax,ax      2 * depth ///   0x6FB  cmp ax,0x64 / jle          clamp to 100 ///   0x700  
start_closing_transition	src/ship3d.rs	4237	fn	0xB6B8,0x2531,0x2530,0x2533	ASM	/// The armed-and-timer-exhausted branch of the transition updater, `0xB6B8`: /// `mov byte [0x2531],8` (close step) / `mov byte [0x2530],1` (closing) / /// `mov byte [0x2533],0` (disarmed) — three wr
add_to_low_byte	src/ship3d.rs	4247	fn	0x2531,0x2527	ASM	/// Add to a word's LOW BYTE ONLY, leaving the high byte untouched — the effect of /// the 8-bit `add`/`sub` the transition and interpolation code use on word-sized /// state (e.g. `0x2531`'s step aga
circular_delta	src/ship3d.rs	4251	fn		UNVERIFIED	
wrap_ring_once	src/ship3d.rs	4265	fn		UNVERIFIED	
matrix_pair_for_angle	src/ship3d.rs	4286	fn	0x990C,0x4F45	ASM	/// Fetch a `(cosine, sine)` pair from the angle table and widen it to Q15. /// /// The doubling is the game's: `0x990C` reads the angle word, `shl di,2` scales it /// to the table's 4-byte stride, `m
fixed_mul_shift_15	src/ship3d.rs	4302	fn	0x9957,0x995F,0x994D	ASM	/// The Q15 fixed-point multiply the matrix code uses: `imul` then /// `sar eax,0xf` — e.g. `0x9957 imul eax,[si+0x14]` / `0x995F sar eax,0xf` in /// `matrix3d_mul_fixed` (`0x994D`). /// /// `sar`, no
projection_component	src/ship3d.rs	4309	fn	0x9A42,0x9A47,0x2F65,0x2F67	ASM	/// One component of the camera translation: `sub word [di],ax` at `0x9A42` (and /// `[di+2],ax` at `0x9A47`), with the origin loaded from `[0x2F65]`/`[0x2F67]` /// just before — a wrapping 16-bit SUB
projection_dot	src/ship3d.rs	4318	fn	0x9A50,0x9A66	ASM	/// The three-term dot product of the projection, accumulated in 32 bits WITHOUT /// an intermediate shift — `0x9A50..0x9A66`: `imul eax,[bp+0x18]` / `mov ecx,eax` /// / `imul eax,[bp+0x1c]` / `add ec
project_ship_3d_axis	src/ship3d.rs	4341	fn	0x9AD9,0x9AE2,0x9ADD,0x9ADF	ASM	/// The perspective divide, `0x9AD9..0x9AE2`: /// /// ```text ///   0x9AD9  sar eax,7      pre-scale the dotted numerator ///   0x9ADD  cdq            sign-extend into edx:eax ///   0x9ADF  idiv ecx  
scale_ship_3d_object_dimension	src/ship3d.rs	4351	fn	0x9B98	ASM	/// Scale an object's sprite dimension by its depth factor, as the object-sprite /// projector does at `0x9B98`: a 32-bit multiply /// followed by `>> SHIP_3D_OBJECT_SCALE_SHIFT`. Widening to 32 bits 
ship_3d_rects_intersect	src/ship3d.rs	4355	fn		UNVERIFIED	
checked_i16_div_i8_to_i8	src/ship3d.rs	4370	fn	0x1E74	ASM	/// `idiv bl` modelled: AX divided by an 8-bit divisor, quotient in AL. The /// `Option` covers the two cases the CPU TRAPS on — a zero divisor, and a /// quotient too large for 8 bits — rather than w
checked_u16_div_u8_to_u8	src/ship3d.rs	4378	fn		UNVERIFIED	
signed_i16	src/ship3d.rs	4390	fn	0x9B0A	ASM	/// Reinterpret a stored word as SIGNED. The game's coordinate and clip tests are /// `jl`/`jge` (e.g. the plot's bounds at `0x9B0A`), so port comparisons must go /// through this rather than comparin
target_list_draw_x	src/ship3d.rs	4394	fn		UNVERIFIED	
blocks_nav_choice	src/ship3d.rs	4399	fn		UNVERIFIED	
hit_test_ship_3d_nav_choice	src/ship3d.rs	4409	fn		UNVERIFIED	
adjust_nav_choice_target_records	src/ship3d.rs	4450	fn	0x8748,0x8754,0xFFFF,0x8749	ASM	/// The `add ax,4` loop of nav-choice handler 1 (`0x8748..0x8754`): walk the word /// list, add the 4-byte record header to each entry, stop at the `0xFFFF` /// terminator (`cmp ax,-1 / je` @`0x8749`)
rebuild_nav_choice_special_target_records	src/ship3d.rs	4464	fn	0x87CB,0x87DB,0x6D3E,0xFFFF	ASM	/// The rebuild loop of nav-choice handler 2 (`0x87CB..0x87DB`): walk the special /// slots at `DS:0x6D3E`, skip zeros (`or ax,ax / je`), stop at the `0xFFFF` /// sentinel after storing it, and otherw
next_ship_3d_temp_snd_phase	src/ship3d.rs	4482	fn		UNVERIFIED	
append_ship_3d_navigation_source_children	src/ship3d.rs	4491	fn		UNVERIFIED	
find_ship_3d_navigation_record	src/ship3d.rs	4524	fn		UNVERIFIED	
find_ship_3d_position_record	src/ship3d.rs	4534	fn		UNVERIFIED	
find_ship_3d_position_field	src/ship3d.rs	4544	fn		UNVERIFIED	
resolve_ship_3d_distance_position_field	src/ship3d.rs	4551	fn		UNVERIFIED	
kind100_relation_word	src/ship3d.rs	4575	fn		UNVERIFIED	
ship_3d_record_field	src/ship3d.rs	4585	fn		UNVERIFIED	
binary_abs_word_diff	src/ship3d.rs	4594	fn	0x8000	ASM	/// Absolute difference of two words, as the distance helper computes it: a /// wrapping 16-bit subtract, then negate if the SIGN BIT is set. That is a test of /// bit 15 rather than a signed comparis
next_target_list_draw_color	src/ship3d.rs	4603	fn		UNVERIFIED	
SND_CLIP_HEADER_LEN	src/snd.rs	6	const		UNVERIFIED	
SND_PCM_FORMAT_TAG	src/snd.rs	7	const		UNVERIFIED	
SndClip	src/snd.rs	10	struct		UNVERIFIED	
SndBank	src/snd.rs	20	struct		TESTED	
read	src/snd.rs	26	fn		TESTED	
parse	src/snd.rs	36	fn		TESTED	/// Parse the SND bank layout consumed by BLOODPRG.EXE's `snd_clip_player`. /// /// The recovered player enters with AX as the original clip index, resolves /// that index through the bank offset tabl
header_end	src/snd.rs	99	fn		INFRA	
clip_count	src/snd.rs	103	fn		TESTED	
clip	src/snd.rs	107	fn		TESTED	
clips	src/snd.rs	111	fn		TESTED	
snd_sample_rate	src/snd.rs	116	fn		TESTED	
parse_voc_pcm	src/snd.rs	129	fn		TESTED	/// Parse a Creative VOC file (the game's `mu/*.voc` music) into its unsigned 8-bit /// mono PCM samples + sample rate. Handles block type 1 (sound data: u24 length, /// time-constant byte, codec byte
snd_mix_average	src/snd.rs	171	fn	0xBB6D,0xBB74	ASM	/// Mix one unsigned 8-bit SND sample into another. /// /// This ports BLOODPRG.EXE `0xBB6D..0xBB74`: `lodsb; add al,es:[di]; /// rcr al,1; stosb`. The add carry becomes bit 7 during the rotate, which
mix_unsigned_pcm_average	src/snd.rs	178	fn	0xBB6D,0xBB74	ASM	/// The `rep`-style loop around [`snd_mix_average`] — `0xBB6D..0xBB74` runs /// `lodsb / add al,es:[di] / rcr al,1 / stosb` per sample, so mixing a buffer is /// that pair applied element-wise over th
SND_VOICE_BUFFER_LEN	src/snd.rs	201	const	0xBBE4,0xBC2F,0xBBE7,0xbb7,0xBBEB,0xBBF0,0x4000,0xBC1E,0x400	ASM	/// The two voice buffers the streamer alternates between, `0xBBE4..0xBC2F`. /// /// ```text ///   0xBBE7  les di,[0xbb7]              the loaded sound data ///   0xBBEB  mov [si],di / [si+2],es     v
SND_VOICE_BUFFER_STRIDE	src/snd.rs	204	const	0x4008,0xBC1E	ASM	/// Voice B begins `0x4008` past voice A (`add di,0x4008` @`0xBC1E`) — the buffer /// length plus the 8 bytes of gap the header occupies.
SND_HEADER_HALF_RATE_TIME_CONSTANT	src/snd.rs	212	const	0xBBFE,0xBA2,0xBC05	ASM	/// `cmp byte es:[di+4],0xd3` @`0xBBFE`: the sound file's header byte at `+4`, and /// the ONLY thing that sets the half-rate flag `gs:[0xBA2]` (`0xBC05`). /// /// As a Sound Blaster time constant, `0
snd_header_is_half_rate	src/snd.rs	218	fn	0xBBFE,0xBC05	ASM	/// Does this sound's header select the half-rate mix loop? `0xBBFE`/`0xBC05`. /// /// `header` is the file's leading bytes; the byte at `+4` decides. A header too /// short to contain it selects full
snd_voice_buffer_spans	src/snd.rs	224	fn	0xBBE4,0xBC1E,0xBC2A	ASM	/// The two voices' `(offset, length)` within the loaded sound data, `0xBBE4` /// and `0xBC1E`..`0xBC2A`.
SND_DRIVER_VECTOR_SLOTS	src/snd.rs	244	const	0x0CD3,0x100,0xcdb,0x0CDB,0xCDF,0xCF3	ASM	/// The host's SOUND-DRIVER VECTOR SLOTS: nine far pointers at `DS:0x0CD3`, four /// bytes apart, whose offsets are `0x100 + 3k` and whose segments the loader /// fills in. /// /// They are STATIC IN 
SND_DRIVER_LOAD_OFFSET	src/snd.rs	246	const	0x100	ASM	/// A `.drv` is loaded at offset `0x100` in its segment, COM-style.
SND_DRIVER_VECTOR_STRIDE	src/snd.rs	248	const		ASM	/// Each vector-table entry is one `E9 rel16` near jump.
SND_DRIVER_VECTOR_SERVICE	src/snd.rs	250	const	0xcdf,0xBB9D	ASM	/// `lcall [0xcdf]` in `snd_driver_call` (`0xBB9D`) — vector 3.
SND_DRIVER_VECTOR_POSITION	src/snd.rs	264	const	0xcf3,0xBB28,0x01CA,0x01CC,0x49d,0x01D3,0x01D6,0xBB33	ASM	/// `lcall gs:[0xcf3]` @`0xBB28` — vector 8, which in `dnsdb.drv` (`DRV:0x01CA`) /// reads the 8237 DMA controller's CURRENT COUNT: /// /// ```text ///   DRV:0x01CC  mov dl,cs:[0x49d]     the DMA chan
snd_driver_vector_slot	src/snd.rs	269	fn	0x0CD3,0xE0F3,0xBB28,0xBBA6	ASM	/// The `DS` offset of vector `k`'s far-pointer slot — `DS:0x0CD3 + 4k`, the /// static table read at file `0xE0F3`, whose `lcall` users are `0xBB28` /// (position, k=8) and `0xBBA6` (service, k=3).
snd_driver_vector_offset	src/snd.rs	274	fn	0x100	ASM	/// The in-segment offset vector `k` jumps from (`0x100 + 3k`).
SND_VOICE_STATE_ACTIVE	src/snd.rs	280	const	0xBB13,0xBB1B	ASM	/// A voice is fed only while its state byte at `+6` is 3 (`cmp byte [bp+6],3` /// @`0xBB13`/`0xBB1B`).
SND_VOICE_HEADER_LEN	src/snd.rs	295	const	0xBB21,0x7d06,0xBB00,0x4008,0x4000,0x0305,0xBBEB,0xBBF0,0x33	ASM	/// Each voice buffer opens with a 6-byte header that mixing SKIPS: /// `les di,[bp] / add di,6` @`0xBB21`, matched on the source side by /// `mov si,0x7d06` @`0xBB00` (the streamed chunk's own header
half_rate_source_consumed	src/snd.rs	303	fn	0xBB5D	ASM	/// How many SOURCE bytes the half-rate loop consumed to write `written` samples. /// /// Derived from the same parity rule as [`mix_unsigned_pcm_half_rate`]: `si` /// advances when the counter is eve
SndVoice	src/snd.rs	313	struct	0xBBEB,0xBB13	ASM	"/// One of the two ring buffers the streamer alternates between. /// The voice's slice of the loaded sound (`[si]`/`[si+2]`, `0xBBEB`). /// The state byte at `+6`; 3 means ""feed me"" (`0xBB13`)."
SndStream	src/snd.rs	324	struct	0xBAE8,0xBB93	ASM	/// The streaming mixer as `0xBAE8..0xBB93` builds it: two voices over the loaded /// sound data, a half-rate flag read from that data's header, and chunks mixed /// into whichever voice is active at 
from_sound_data	src/snd.rs	339	fn	0xBBE4,0xBC2F,0x4008	ASM	/// `0xBBE4..0xBC2F`. The voices are the loaded data's two halves; neither is /// silence-filled, because the game points them AT the file. /// /// A file shorter than `2 * 0x4008` yields correspondin
active_voice	src/snd.rs	356	fn	0xBB0D,0xB89,0xB91,0xBB19	ASM	/// The voice in state 3, preferring the first — `0xBB0D` tests `0xB89` and /// only falls through to `0xB91` via the `xchg` at `0xBB19`.
dma_remaining_equivalent	src/snd.rs	373	fn	0x01CA	INFRA	/// The PORT'S equivalent of the DMA current count — explicitly not a decode. /// /// The game asks the 8237 how many bytes are left in the transfer /// ([`SND_DRIVER_VECTOR_POSITION`], `DRV:0x01CA`),
mix_chunk	src/snd.rs	389	fn	0xBB21,0xBB76,0xBB0B	ASM	/// Mix one streamed chunk into the active voice at `position`, wrapping the /// remainder (`0xBB21..0xBB76`, then `or bx,bx` for the second span). /// /// `0xBB0B add cx,cx` means a half-rate chunk c
StreamMixSpan	src/snd.rs	464	struct	0xBB2E,0xBB4E,0xBAF7,0xBAFD,0xBB0B,0xBA2,0xBB5B,0xBB0D,0xb89	ASM	/// Where a streamed chunk lands in a voice's ring buffer, `0xBB2E..0xBB4E`. /// /// The mixer is a STREAMER, which the prologue makes plain: `0xBAF7 mov ah,0x3F / /// int 0x21` reads the next chunk f
stream_mix_span	src/snd.rs	475	fn	0xBB2E,0xBB4E,0xcf3,0xFFFF	ASM	/// `0xBB2E..0xBB4E`. `position` is the play cursor `gs:[0xcf3]` returns; `0xFFFF` /// (its `-1`) means the device gave none and nothing is mixed.
mix_unsigned_pcm_half_rate	src/snd.rs	525	fn	0xBB5B,0xBB69,0xBB6D,0xba2,0xBB53,0xBB5D,0xBB60,0xBB63,0xBB6	ASM	/// The HALF-RATE mix loop, `0xBB5B..0xBB69` — the variant the normal loop at /// `0xBB6D` is chosen against by `test byte gs:[0xba2],1` @`0xBB53`. /// /// ```text ///   0xBB5B  mov al,[si]        rea
mix_unsigned_pcm_layered	src/snd.rs	569	fn	0x4049,0xBB6D,0xBB6E	ASM	/// LAYERED mixing — the shape the game actually produces, as distinct from /// [`mix_unsigned_pcm_sources`]'s silence pre-fill. /// /// There are two code paths into a voice buffer, and they differ: 
mix_unsigned_pcm_sources	src/snd.rs	603	fn	0xBB6D	ASM?	/// Mix several u8 PCM sources into one buffer with the game's rule, in order. /// /// `0xBB6D`'s `lodsb / add al,es:[di] / rcr al,1 / stosb` averages ONE source into /// the destination, so mixing N 
