scenario	script	object	list_index	node_offset	selector_offset	selector	menu_row	choice_offset	choice	dialogue_events
script2:Daddy_Gluxx:4e7a:1	SCRIPT2	Daddy_Gluxx	8	0x4e7a	0x0a4a	Slimers	1	0x0001	talk	5
script2:Daddy_Gluxx:4e7a:2	SCRIPT2	Daddy_Gluxx	8	0x4e7a	0x0a4a	Slimers	2	0x5e05	origin	5
script2:Daddy_Gluxx:4f56:0	SCRIPT2	Daddy_Gluxx	8	0x4f56	0x5d3c	Great_Yolk	0	0x0b4e	bye_bye	5
script2:Daddy_Gluxx:4f56:1	SCRIPT2	Daddy_Gluxx	8	0x4f56	0x5d3c	Great_Yolk	1	0x0001	talk	5
script2:Daddy_Gluxx:4f56:2	SCRIPT2	Daddy_Gluxx	8	0x4f56	0x5d3c	Great_Yolk	2	0x30b0	history	5
script2:Scruter_Mac:5021:0	SCRIPT2	Scruter_Mac	9	0x5021	0x0001	talk	0	0x0b4e	bye_bye	1
script2:Scruter_Mac:5021:1	SCRIPT2	Scruter_Mac	9	0x5021	0x0001	talk	1	0x5eda	Scruter_Mac	1
script2:Scruter_Mac:5021:2	SCRIPT2	Scruter_Mac	9	0x5021	0x0001	talk	2	0x00b8	SCRUT	1
script2:Scruter_Mac:5021:3	SCRIPT2	Scruter_Mac	9	0x5021	0x0001	talk	3	0x4d97	prison	1
script2:Scruter_Mac:5021:4	SCRIPT2	Scruter_Mac	9	0x5021	0x0001	talk	4	0x0abc	Mastachok	1
script2:Scruter_Mac:5021:5	SCRIPT2	Scruter_Mac	9	0x5021	0x0001	talk	5	0x4072	presents	1
script2:Scruter_Mac:5053:0	SCRIPT2	Scruter_Mac	9	0x5053	0x5eda	Scruter_Mac	0	0x0001	talk	3
script2:Scruter_Mac:5053:1	SCRIPT2	Scruter_Mac	9	0x5053	0x5eda	Scruter_Mac	1	0x0b4e	bye_bye	3
script2:Scruter_Mac:5053:2	SCRIPT2	Scruter_Mac	9	0x5053	0x5eda	Scruter_Mac	2	0x00be	robot	3
script2:Scruter_Mac:50f3:0	SCRIPT2	Scruter_Mac	9	0x50f3	0x00b8	SCRUT	0	0x0001	talk	11
script2:Scruter_Mac:50f3:1	SCRIPT2	Scruter_Mac	9	0x50f3	0x00b8	SCRUT	1	0x0b4e	bye_bye	11
script2:Scruter_Mac:50f3:2	SCRIPT2	Scruter_Mac	9	0x50f3	0x00b8	SCRUT	2	0x3cd9	order	11
script2:Scruter_Mac:50f3:3	SCRIPT2	Scruter_Mac	9	0x50f3	0x00b8	SCRUT	3	0x499d	chief	11
script2:Scruter_Mac:50f3:4	SCRIPT2	Scruter_Mac	9	0x50f3	0x00b8	SCRUT	4	0x110f	war	11
script2:Scruter_Mac:50f3:5	SCRIPT2	Scruter_Mac	9	0x50f3	0x00b8	SCRUT	5	0x00a7	happy	11
script2:Scruter_Mac:524d:0	SCRIPT2	Scruter_Mac	9	0x524d	0x4d97	prison	0	0x0001	talk	10
script2:Scruter_Mac:524d:1	SCRIPT2	Scruter_Mac	9	0x524d	0x4d97	prison	1	0x0b4e	bye_bye	10
script2:Scruter_Mac:524d:2	SCRIPT2	Scruter_Mac	9	0x524d	0x4d97	prison	2	0x4bd0	eviscerator	10
script2:Scruter_Mac:524d:3	SCRIPT2	Scruter_Mac	9	0x524d	0x4d97	prison	3	0x0f3e	Croolis	10
script2:Scruter_Mac:53e7:0	SCRIPT2	Scruter_Mac	9	0x53e7	0x0abc	Mastachok	0	0x0001	talk	8
script2:Scruter_Mac:53e7:1	SCRIPT2	Scruter_Mac	9	0x53e7	0x0abc	Mastachok	1	0x0b4e	bye_bye	8
script2:Scruter_Mac:53e7:2	SCRIPT2	Scruter_Mac	9	0x53e7	0x0abc	Mastachok	2	0x0a8f	planet	8
script2:Scruter_Mac:53e7:3	SCRIPT2	Scruter_Mac	9	0x53e7	0x0abc	Mastachok	3	0x0a3a	life	8
script2:Scruter_Mac:5547:0	SCRIPT2	Scruter_Mac	9	0x5547	0x4072	presents	0	0x0001	talk	6
script2:Scruter_Mac:5547:1	SCRIPT2	Scruter_Mac	9	0x5547	0x4072	presents	1	0x0b4e	bye_bye	6
script2:Scruter_Mac:5547:2	SCRIPT2	Scruter_Mac	9	0x5547	0x4072	presents	2	0x6012	friendship	6
script2:Scruter_Mac:5547:3	SCRIPT2	Scruter_Mac	9	0x5547	0x4072	presents	3	0x0437	like	6
script2:Scruter_Mac:5651:0	SCRIPT2	Scruter_Mac	9	0x5651	0x0437	like	0	0x0b4e	bye_bye	4
script2:Scruter_Mac:5651:1	SCRIPT2	Scruter_Mac	9	0x5651	0x0437	like	1	0x0001	talk	4
script2:Scruter_Mac:5651:2	SCRIPT2	Scruter_Mac	9	0x5651	0x0437	like	2	0x1566	food	4
script2:Scruter_Mac:5651:3	SCRIPT2	Scruter_Mac	9	0x5651	0x0437	like	3	0x3619	beauty	4
script2:Scruter_Mac:5651:4	SCRIPT2	Scruter_Mac	9	0x5651	0x0437	like	4	0x6054	perfumes	4
script2:Scruter_Mac:5713:0	SCRIPT2	Scruter_Mac	9	0x5713	0x00a7	happy	0	0x0b4e	bye_bye	6
script2:Scruter_Mac:5713:1	SCRIPT2	Scruter_Mac	9	0x5713	0x00a7	happy	1	0x0001	talk	6
script2:Scruter_Mac:5713:2	SCRIPT2	Scruter_Mac	9	0x5713	0x00a7	happy	2	0x606d	beach	6
script2:Scruter_Mac:5713:3	SCRIPT2	Scruter_Mac	9	0x5713	0x00a7	happy	3	0x6073	party	6
script2:Scruter_Mac:5713:4	SCRIPT2	Scruter_Mac	9	0x5713	0x00a7	happy	4	0x6079	ballroom	6
script2:Scruter_Mac:57e5:0	SCRIPT2	Scruter_Mac	9	0x57e5	0x330a	boude	0	0x60a5	grmmph	3
script2:Scruter_Mac:57e5:1	SCRIPT2	Scruter_Mac	9	0x57e5	0x330a	boude	1	0x0b4e	bye_bye	3
script3:Beauregard:0002:0	SCRIPT3	Beauregard	0	0x0002	0x2802	ill	0	0x1fbb	bye_bye	11
script3:Beauregard:0002:1	SCRIPT3	Beauregard	0	0x0002	0x2802	ill	1	0x0d17	listen	11
script3:Beauregard:0002:2	SCRIPT3	Beauregard	0	0x0002	0x2802	ill	2	0x38f3	insist	11
script3:Beauregard:0002:3	SCRIPT3	Beauregard	0	0x0002	0x2802	ill	3	0x38fa	treat	11
script3:Beauregard:0165:0	SCRIPT3	Beauregard	0	0x0165	0x2829	talk1	0	0x399c	patagos	11
script3:Beauregard:0165:1	SCRIPT3	Beauregard	0	0x0165	0x2829	talk1	1	0x39a4	betakam	11
script3:Beauregard:0165:2	SCRIPT3	Beauregard	0	0x0165	0x2829	talk1	2	0x260d	treasure	11
script3:Beauregard:0165:3	SCRIPT3	Beauregard	0	0x0165	0x2829	talk1	3	0x1db1	Gladis	11
script3:Honk:0360:0	SCRIPT3	Honk	1	0x0360	0x0001	talk	0	0x1fbb	bye_bye	2
script3:Honk:0360:1	SCRIPT3	Honk	1	0x0360	0x0001	talk	1	0x02a0	help	2
script3:Honk:0360:2	SCRIPT3	Honk	1	0x0360	0x0001	talk	2	0x04a2	message	2
script3:Izwalito:0397:0	SCRIPT3	Izwalito	2	0x0397	0x0001	talk	0	0x0006	hello	2
script3:Izwalito:0397:1	SCRIPT3	Izwalito	2	0x0397	0x0001	talk	1	0x0001	talk	2
script3:Izwalito:03c9:0	SCRIPT3	Izwalito	2	0x03c9	0x0001	talk	0	0x1fbb	bye_bye	1
script3:Izwalito:03c9:1	SCRIPT3	Izwalito	2	0x03c9	0x0001	talk	1	0x1602	izwal	1
script3:Izwalito:03c9:2	SCRIPT3	Izwalito	2	0x03c9	0x0001	talk	2	0x0e7b	food	1
script3:Izwalito:03c9:3	SCRIPT3	Izwalito	2	0x03c9	0x0001	talk	3	0x059d	planet	1
script3:Izwalito:03c9:4	SCRIPT3	Izwalito	2	0x03c9	0x0001	talk	4	0x14c2	reproduction	1
script3:Izwalito:03f3:0	SCRIPT3	Izwalito	2	0x03f3	0x1602	izwal	0	0x0001	talk	15
script3:Izwalito:03f3:1	SCRIPT3	Izwalito	2	0x03f3	0x1602	izwal	1	0x1fbb	bye_bye	15
script3:Izwalito:03f3:2	SCRIPT3	Izwalito	2	0x03f3	0x1602	izwal	2	0x3ae3	society	15
script3:Izwalito:03f3:3	SCRIPT3	Izwalito	2	0x03f3	0x1602	izwal	3	0x3aeb	ideal	15
script3:Izwalito:03f3:4	SCRIPT3	Izwalito	2	0x03f3	0x1602	izwal	4	0x3af1	happiness	15
script3:Izwalito:05f6:0	SCRIPT3	Izwalito	2	0x05f6	0x3ba9	knowledge	0	0x0001	talk	6
script3:Izwalito:05f6:1	SCRIPT3	Izwalito	2	0x05f6	0x3ba9	knowledge	1	0x1fbb	bye_bye	6
script3:Izwalito:05f6:2	SCRIPT3	Izwalito	2	0x05f6	0x3ba9	knowledge	2	0x1862	rondo	6
script3:Izwalito:05f6:3	SCRIPT3	Izwalito	2	0x05f6	0x3ba9	knowledge	3	0x3bb3	truth	6
script3:Izwalito:069f:0	SCRIPT3	Izwalito	2	0x069f	0x0e7b	food	0	0x0001	talk	8
script3:Izwalito:069f:1	SCRIPT3	Izwalito	2	0x069f	0x0e7b	food	1	0x1fbb	bye_bye	8
script3:Izwalito:069f:2	SCRIPT3	Izwalito	2	0x069f	0x0e7b	food	2	0x16f9	murffalos	8
script3:Izwalito:069f:3	SCRIPT3	Izwalito	2	0x069f	0x0e7b	food	3	0x3bd0	grass	8
script3:Izwalito:079f:0	SCRIPT3	Izwalito	2	0x079f	0x14c2	reproduction	0	0x0001	talk	7
script3:Izwalito:079f:1	SCRIPT3	Izwalito	2	0x079f	0x14c2	reproduction	1	0x1fbb	bye_bye	7
script3:Izwalito:079f:2	SCRIPT3	Izwalito	2	0x079f	0x14c2	reproduction	2	0x0167	love	7
script3:Izwalito:079f:3	SCRIPT3	Izwalito	2	0x079f	0x14c2	reproduction	3	0x3c03	female	7
script3:Izwalito:079f:4	SCRIPT3	Izwalito	2	0x079f	0x14c2	reproduction	4	0x16f9	murffalos	7
script3:Izwalito:0873:0	SCRIPT3	Izwalito	2	0x0873	0x059d	planet	0	0x0001	talk	8
script3:Izwalito:0873:1	SCRIPT3	Izwalito	2	0x0873	0x059d	planet	1	0x1fbb	bye_bye	8
script3:Izwalito:0873:2	SCRIPT3	Izwalito	2	0x0873	0x059d	planet	2	0x3c2c	ecology	8
script3:Izwalito:0873:3	SCRIPT3	Izwalito	2	0x0873	0x059d	planet	3	0x3c34	stars	8
script3:Morning_Oil:0979:0	SCRIPT3	Morning_Oil	3	0x0979	0x0001	talk	0	0x0006	hello	4
script3:Morning_Oil:0979:1	SCRIPT3	Morning_Oil	3	0x0979	0x0001	talk	1	0x3c98	say_nothing	4
script3:Morning_Oil:0979:2	SCRIPT3	Morning_Oil	3	0x0979	0x0001	talk	2	0x3ca4	laugh	4
script3:Morning_Oil:0979:3	SCRIPT3	Morning_Oil	3	0x0979	0x0001	talk	3	0x1fbb	bye_bye	4
script3:Morning_Oil:09d5:0	SCRIPT3	Morning_Oil	3	0x09d5	0x17e8	history	0	0x1fbb	bye_bye	0
script3:Morning_Oil:09d5:1	SCRIPT3	Morning_Oil	3	0x09d5	0x17e8	history	1	0x3cb3	war	0
script3:Morning_Oil:09d5:2	SCRIPT3	Morning_Oil	3	0x09d5	0x17e8	history	2	0x1608	croolis	0
script3:Morning_Oil:09d5:3	SCRIPT3	Morning_Oil	3	0x09d5	0x17e8	history	3	0x260d	treasure	0
script3:Morning_Oil:09d5:4	SCRIPT3	Morning_Oil	3	0x09d5	0x17e8	history	4	0x3cb7	battles	0
script3:Morning_Oil:09d5:5	SCRIPT3	Morning_Oil	3	0x09d5	0x17e8	history	5	0x1763	mastachok	0
script3:Morning_Oil:09e9:0	SCRIPT3	Morning_Oil	3	0x09e9	0x3cb3	war	0	0x1fbb	bye_bye	7
script3:Morning_Oil:09e9:1	SCRIPT3	Morning_Oil	3	0x09e9	0x3cb3	war	1	0x0600	match	7
script3:Morning_Oil:0b27:0	SCRIPT3	Morning_Oil	3	0x0b27	0x1608	croolis	0	0x1fbb	bye_bye	12
script3:Morning_Oil:0b27:1	SCRIPT3	Morning_Oil	3	0x0b27	0x1608	croolis	1	0x17e8	history	12
script3:Morning_Oil:0b27:2	SCRIPT3	Morning_Oil	3	0x0b27	0x1608	croolis	2	0x3d6b	terror	12
script3:Morning_Oil:0b27:3	SCRIPT3	Morning_Oil	3	0x0b27	0x1608	croolis	3	0x14f6	eviscerator	12
script3:Morning_Oil:0b27:4	SCRIPT3	Morning_Oil	3	0x0b27	0x1608	croolis	4	0x14ea	emasculator	12
script3:Morning_Oil:0caa:0	SCRIPT3	Morning_Oil	3	0x0caa	0x260d	treasure	0	0x1fbb	bye_bye	9
script3:Morning_Oil:0caa:1	SCRIPT3	Morning_Oil	3	0x0caa	0x260d	treasure	1	0x17e8	history	9
script3:Morning_Oil:0caa:2	SCRIPT3	Morning_Oil	3	0x0caa	0x260d	treasure	2	0x3e5c	hiding_place	9
script3:Morning_Oil:0e1b:0	SCRIPT3	Morning_Oil	3	0x0e1b	0x1763	mastachok	0	0x1fbb	bye_bye	3
script3:Morning_Oil:0e1b:1	SCRIPT3	Morning_Oil	3	0x0e1b	0x1763	mastachok	1	0x17e8	history	3
script3:Morning_Oil:0e1b:2	SCRIPT3	Morning_Oil	3	0x0e1b	0x1763	mastachok	2	0x3ec3	information	3
script3:Bug_Deluxe:0e9e:0	SCRIPT3	Bug_Deluxe	4	0x0e9e	0x3072	department	0	0x29b7	beauty	1
script3:Bug_Deluxe:0e9e:1	SCRIPT3	Bug_Deluxe	4	0x0e9e	0x3072	department	1	0x0e7b	food	1
script3:Bug_Deluxe:0e9e:2	SCRIPT3	Bug_Deluxe	4	0x0e9e	0x3072	department	2	0x3fb5	sport	1
script3:Bug_Deluxe:0e9e:3	SCRIPT3	Bug_Deluxe	4	0x0e9e	0x3072	department	3	0x3fbb	handywork	1
script3:Bug_Deluxe:0e9e:4	SCRIPT3	Bug_Deluxe	4	0x0e9e	0x3072	department	4	0x3fc5	pharmacy	1
script3:Bug_Deluxe:0e9e:5	SCRIPT3	Bug_Deluxe	4	0x0e9e	0x3072	department	5	0x3fce	leisure	1
script3:Bug_Deluxe:0e9e:6	SCRIPT3	Bug_Deluxe	4	0x0e9e	0x3072	department	6	0x3fd6	hifi	1
script3:Bug_Deluxe:0ec8:0	SCRIPT3	Bug_Deluxe	4	0x0ec8	0x29b7	beauty	0	0x3072	department	1
script3:Bug_Deluxe:0ec8:1	SCRIPT3	Bug_Deluxe	4	0x0ec8	0x29b7	beauty	1	0x26dd	perfume	1
script3:Bug_Deluxe:0ec8:2	SCRIPT3	Bug_Deluxe	4	0x0ec8	0x29b7	beauty	2	0x3fe4	tie	1
script3:Bug_Deluxe:0ec8:3	SCRIPT3	Bug_Deluxe	4	0x0ec8	0x29b7	beauty	3	0x3fe8	jewel	1
script3:Bug_Deluxe:0ee4:0	SCRIPT3	Bug_Deluxe	4	0x0ee4	0x26dd	perfume	0	0x29b7	beauty	1
script3:Bug_Deluxe:0ee4:1	SCRIPT3	Bug_Deluxe	4	0x0ee4	0x26dd	perfume	1	0x3ff5	eden	1
script3:Bug_Deluxe:0ee4:2	SCRIPT3	Bug_Deluxe	4	0x0ee4	0x26dd	perfume	2	0x3ffa	dune	1
script3:Bug_Deluxe:0ee4:3	SCRIPT3	Bug_Deluxe	4	0x0ee4	0x26dd	perfume	3	0x4000	kroolence	1
script3:Bug_Deluxe:0ee4:4	SCRIPT3	Bug_Deluxe	4	0x0ee4	0x26dd	perfume	4	0x400a	motoroil	1
script3:Bug_Deluxe:0ee4:5	SCRIPT3	Bug_Deluxe	4	0x0ee4	0x26dd	perfume	5	0x4013	turbulence	1
script3:Bug_Deluxe:0f06:0	SCRIPT3	Bug_Deluxe	4	0x0f06	0x3ff5	eden	0	0x3072	department	2
script3:Bug_Deluxe:0f06:1	SCRIPT3	Bug_Deluxe	4	0x0f06	0x3ff5	eden	1	0x3009	buy	2
script3:Bug_Deluxe:0f06:2	SCRIPT3	Bug_Deluxe	4	0x0f06	0x3ff5	eden	2	0x26dd	perfume	2
script3:Bug_Deluxe:0f6b:0	SCRIPT3	Bug_Deluxe	4	0x0f6b	0x3ffa	dune	0	0x3072	department	2
script3:Bug_Deluxe:0f6b:1	SCRIPT3	Bug_Deluxe	4	0x0f6b	0x3ffa	dune	1	0x3009	buy	2
script3:Bug_Deluxe:0f6b:2	SCRIPT3	Bug_Deluxe	4	0x0f6b	0x3ffa	dune	2	0x26dd	perfume	2
script3:Bug_Deluxe:0fca:0	SCRIPT3	Bug_Deluxe	4	0x0fca	0x4000	kroolence	0	0x3072	department	2
script3:Bug_Deluxe:0fca:1	SCRIPT3	Bug_Deluxe	4	0x0fca	0x4000	kroolence	1	0x3009	buy	2
script3:Bug_Deluxe:0fca:2	SCRIPT3	Bug_Deluxe	4	0x0fca	0x4000	kroolence	2	0x26dd	perfume	2
script3:Bug_Deluxe:1033:0	SCRIPT3	Bug_Deluxe	4	0x1033	0x400a	motoroil	0	0x3072	department	2
script3:Bug_Deluxe:1033:1	SCRIPT3	Bug_Deluxe	4	0x1033	0x400a	motoroil	1	0x3009	buy	2
script3:Bug_Deluxe:1033:2	SCRIPT3	Bug_Deluxe	4	0x1033	0x400a	motoroil	2	0x26dd	perfume	2
script3:Bug_Deluxe:1096:0	SCRIPT3	Bug_Deluxe	4	0x1096	0x4013	turbulence	0	0x3072	department	2
script3:Bug_Deluxe:1096:1	SCRIPT3	Bug_Deluxe	4	0x1096	0x4013	turbulence	1	0x3009	buy	2
script3:Bug_Deluxe:1096:2	SCRIPT3	Bug_Deluxe	4	0x1096	0x4013	turbulence	2	0x26dd	perfume	2
script3:Bug_Deluxe:10f3:0	SCRIPT3	Bug_Deluxe	4	0x10f3	0x3fe4	tie	0	0x29b7	beauty	1
script3:Bug_Deluxe:10f3:1	SCRIPT3	Bug_Deluxe	4	0x10f3	0x3fe4	tie	1	0x0446	hide	1
script3:Bug_Deluxe:10f3:2	SCRIPT3	Bug_Deluxe	4	0x10f3	0x3fe4	tie	2	0x4110	hair	1
script3:Bug_Deluxe:10f3:3	SCRIPT3	Bug_Deluxe	4	0x10f3	0x3fe4	tie	3	0x4115	synthetic	1
script3:Bug_Deluxe:1115:0	SCRIPT3	Bug_Deluxe	4	0x1115	0x0446	hide	0	0x3072	department	2
script3:Bug_Deluxe:1115:1	SCRIPT3	Bug_Deluxe	4	0x1115	0x0446	hide	1	0x3009	buy	2
script3:Bug_Deluxe:1115:2	SCRIPT3	Bug_Deluxe	4	0x1115	0x0446	hide	2	0x3fe4	tie	2
script3:Bug_Deluxe:1178:0	SCRIPT3	Bug_Deluxe	4	0x1178	0x4110	hair	0	0x3072	department	2
script3:Bug_Deluxe:1178:1	SCRIPT3	Bug_Deluxe	4	0x1178	0x4110	hair	1	0x3009	buy	2
script3:Bug_Deluxe:1178:2	SCRIPT3	Bug_Deluxe	4	0x1178	0x4110	hair	2	0x3fe4	tie	2
script3:Bug_Deluxe:11cf:0	SCRIPT3	Bug_Deluxe	4	0x11cf	0x4115	synthetic	0	0x3072	department	2
script3:Bug_Deluxe:11cf:1	SCRIPT3	Bug_Deluxe	4	0x11cf	0x4115	synthetic	1	0x3009	buy	2
script3:Bug_Deluxe:11cf:2	SCRIPT3	Bug_Deluxe	4	0x11cf	0x4115	synthetic	2	0x3fe4	tie	2
script3:Bug_Deluxe:122a:0	SCRIPT3	Bug_Deluxe	4	0x122a	0x2230	makeup	0	0x3072	department	1
script3:Bug_Deluxe:122a:1	SCRIPT3	Bug_Deluxe	4	0x122a	0x2230	makeup	1	0x4180	lip_rouge	1
script3:Bug_Deluxe:122a:2	SCRIPT3	Bug_Deluxe	4	0x122a	0x2230	makeup	2	0x418a	cream	1
script3:Bug_Deluxe:124a:0	SCRIPT3	Bug_Deluxe	4	0x124a	0x4180	lip_rouge	0	0x3072	department	0
script3:Bug_Deluxe:124a:1	SCRIPT3	Bug_Deluxe	4	0x124a	0x4180	lip_rouge	1	0x29b7	beauty	0
script3:Bug_Deluxe:124a:2	SCRIPT3	Bug_Deluxe	4	0x124a	0x4180	lip_rouge	2	0x419a	red	0
script3:Bug_Deluxe:124a:3	SCRIPT3	Bug_Deluxe	4	0x124a	0x4180	lip_rouge	3	0x419e	green	0
script3:Bug_Deluxe:124a:4	SCRIPT3	Bug_Deluxe	4	0x124a	0x4180	lip_rouge	4	0x139e	black	0
script3:Bug_Deluxe:124a:5	SCRIPT3	Bug_Deluxe	4	0x124a	0x4180	lip_rouge	5	0x3b95	blue	0
script3:Bug_Deluxe:125e:0	SCRIPT3	Bug_Deluxe	4	0x125e	0x419a	red	0	0x3009	buy	2
script3:Bug_Deluxe:125e:1	SCRIPT3	Bug_Deluxe	4	0x125e	0x419a	red	1	0x4180	lip_rouge	2
script3:Bug_Deluxe:12b3:0	SCRIPT3	Bug_Deluxe	4	0x12b3	0x419e	green	0	0x3009	buy	2
script3:Bug_Deluxe:12b3:1	SCRIPT3	Bug_Deluxe	4	0x12b3	0x419e	green	1	0x4180	lip_rouge	2
script3:Bug_Deluxe:130e:0	SCRIPT3	Bug_Deluxe	4	0x130e	0x139e	black	0	0x3009	buy	2
script3:Bug_Deluxe:130e:1	SCRIPT3	Bug_Deluxe	4	0x130e	0x139e	black	1	0x4180	lip_rouge	2
script3:Bug_Deluxe:1365:0	SCRIPT3	Bug_Deluxe	4	0x1365	0x3b95	blue	0	0x3009	buy	2
script3:Bug_Deluxe:1365:1	SCRIPT3	Bug_Deluxe	4	0x1365	0x3b95	blue	1	0x4180	lip_rouge	2
script3:Bug_Deluxe:13c4:0	SCRIPT3	Bug_Deluxe	4	0x13c4	0x418a	cream	0	0x3072	department	1
script3:Bug_Deluxe:13c4:1	SCRIPT3	Bug_Deluxe	4	0x13c4	0x418a	cream	1	0x4201	painkiller	1
script3:Bug_Deluxe:13c4:2	SCRIPT3	Bug_Deluxe	4	0x13c4	0x418a	cream	2	0x420c	pex	1
script3:Bug_Deluxe:13c4:3	SCRIPT3	Bug_Deluxe	4	0x13c4	0x418a	cream	3	0x4210	meteor	1
script3:Bug_Deluxe:13e6:0	SCRIPT3	Bug_Deluxe	4	0x13e6	0x4201	painkiller	0	0x3009	buy	2
script3:Bug_Deluxe:13e6:1	SCRIPT3	Bug_Deluxe	4	0x13e6	0x4201	painkiller	1	0x418a	cream	2
script3:Bug_Deluxe:1443:0	SCRIPT3	Bug_Deluxe	4	0x1443	0x420c	pex	0	0x3009	buy	2
script3:Bug_Deluxe:1443:1	SCRIPT3	Bug_Deluxe	4	0x1443	0x420c	pex	1	0x418a	cream	2
script3:Bug_Deluxe:14a4:0	SCRIPT3	Bug_Deluxe	4	0x14a4	0x4210	meteor	0	0x3009	buy	2
script3:Bug_Deluxe:14a4:1	SCRIPT3	Bug_Deluxe	4	0x14a4	0x4210	meteor	1	0x418a	cream	2
script3:Bug_Deluxe:14f9:0	SCRIPT3	Bug_Deluxe	4	0x14f9	0x3fe8	jewel	0	0x3072	department	1
script3:Bug_Deluxe:14f9:1	SCRIPT3	Bug_Deluxe	4	0x14f9	0x3fe8	jewel	1	0x4296	necklace	1
script3:Bug_Deluxe:14f9:2	SCRIPT3	Bug_Deluxe	4	0x14f9	0x3fe8	jewel	2	0x429f	bracelet	1
script3:Bug_Deluxe:1519:0	SCRIPT3	Bug_Deluxe	4	0x1519	0x4296	necklace	0	0x3009	buy	2
script3:Bug_Deluxe:1519:1	SCRIPT3	Bug_Deluxe	4	0x1519	0x4296	necklace	1	0x3fe8	jewel	2
script3:Bug_Deluxe:1570:0	SCRIPT3	Bug_Deluxe	4	0x1570	0x429f	bracelet	0	0x3009	buy	2
script3:Bug_Deluxe:1570:1	SCRIPT3	Bug_Deluxe	4	0x1570	0x429f	bracelet	1	0x3fe8	jewel	2
script3:Bug_Deluxe:15c7:0	SCRIPT3	Bug_Deluxe	4	0x15c7	0x0e7b	food	0	0x3072	department	1
script3:Bug_Deluxe:15c7:1	SCRIPT3	Bug_Deluxe	4	0x15c7	0x0e7b	food	1	0x155c	murffalo	1
script3:Bug_Deluxe:15e5:0	SCRIPT3	Bug_Deluxe	4	0x15e5	0x155c	murffalo	0	0x3072	department	1
script3:Bug_Deluxe:15e5:1	SCRIPT3	Bug_Deluxe	4	0x15e5	0x155c	murffalo	1	0x42df	tenderloin	1
script3:Bug_Deluxe:15e5:2	SCRIPT3	Bug_Deluxe	4	0x15e5	0x155c	murffalo	2	0x15b5	steak	1
script3:Bug_Deluxe:15e5:3	SCRIPT3	Bug_Deluxe	4	0x15e5	0x155c	murffalo	3	0x42ea	horn	1
script3:Bug_Deluxe:15e5:4	SCRIPT3	Bug_Deluxe	4	0x15e5	0x155c	murffalo	4	0x42ef	fur	1
script3:Bug_Deluxe:15e5:5	SCRIPT3	Bug_Deluxe	4	0x15e5	0x155c	murffalo	5	0x42f3	sausage	1
script3:Bug_Deluxe:15e5:6	SCRIPT3	Bug_Deluxe	4	0x15e5	0x155c	murffalo	6	0x42fb	intestines	1
script3:Bug_Deluxe:160d:0	SCRIPT3	Bug_Deluxe	4	0x160d	0x42df	tenderloin	0	0x3009	buy	2
script3:Bug_Deluxe:160d:1	SCRIPT3	Bug_Deluxe	4	0x160d	0x42df	tenderloin	1	0x155c	murffalo	2
script3:Bug_Deluxe:1666:0	SCRIPT3	Bug_Deluxe	4	0x1666	0x15b5	steak	0	0x3009	buy	2
script3:Bug_Deluxe:1666:1	SCRIPT3	Bug_Deluxe	4	0x1666	0x15b5	steak	1	0x155c	murffalo	2
script3:Bug_Deluxe:16c1:0	SCRIPT3	Bug_Deluxe	4	0x16c1	0x42ea	horn	0	0x3009	buy	2
script3:Bug_Deluxe:16c1:1	SCRIPT3	Bug_Deluxe	4	0x16c1	0x42ea	horn	1	0x155c	murffalo	2
script3:Bug_Deluxe:1718:0	SCRIPT3	Bug_Deluxe	4	0x1718	0x42ef	fur	0	0x3009	buy	2
script3:Bug_Deluxe:1718:1	SCRIPT3	Bug_Deluxe	4	0x1718	0x42ef	fur	1	0x155c	murffalo	2
script3:Bug_Deluxe:1771:0	SCRIPT3	Bug_Deluxe	4	0x1771	0x42f3	sausage	0	0x3009	buy	2
script3:Bug_Deluxe:1771:1	SCRIPT3	Bug_Deluxe	4	0x1771	0x42f3	sausage	1	0x155c	murffalo	2
script3:Bug_Deluxe:17c8:0	SCRIPT3	Bug_Deluxe	4	0x17c8	0x42fb	intestines	0	0x3009	buy	2
script3:Bug_Deluxe:17c8:1	SCRIPT3	Bug_Deluxe	4	0x17c8	0x42fb	intestines	1	0x155c	murffalo	2
script3:Bug_Deluxe:1821:0	SCRIPT3	Bug_Deluxe	4	0x1821	0x3fb5	sport	0	0x3072	department	1
script3:Bug_Deluxe:1821:1	SCRIPT3	Bug_Deluxe	4	0x1821	0x3fb5	sport	1	0x4382	ball	1
script3:Bug_Deluxe:1821:2	SCRIPT3	Bug_Deluxe	4	0x1821	0x3fb5	sport	2	0x4387	boxing_gloves	1
script3:Bug_Deluxe:1821:3	SCRIPT3	Bug_Deluxe	4	0x1821	0x3fb5	sport	3	0x4395	pouch	1
script3:Bug_Deluxe:1843:0	SCRIPT3	Bug_Deluxe	4	0x1843	0x4382	ball	0	0x3009	buy	2
script3:Bug_Deluxe:1843:1	SCRIPT3	Bug_Deluxe	4	0x1843	0x4382	ball	1	0x3fb5	sport	2
script3:Bug_Deluxe:18a2:0	SCRIPT3	Bug_Deluxe	4	0x18a2	0x4387	boxing_gloves	0	0x3009	buy	2
