component	entry	source	function	rust_path	rust_symbol	documentation	evidence
xdb_scrut	0x001c89	scrut/func_001c89_resume_stage_pair.c	xdb_scrut_resume_stage_pair	crates/commander-blood-game/src/native/alien/resume.rs	update_resume_pair_stage	Direct paired-node references with signed radial averaging, typed steering, callback stage, and countdown	re/tools/oracle_vectors/xdb_scrut_func_1c89_natural.json:7
xdb_amer	0x001ccf	amer/func_001ccf_resume_stage_final.c	xdb_amer_resume_stage_final	crates/commander-blood-game/src/native/alien/resume.rs	update_resume_final_stage	Direct queue-anchor steering and deferred paired-node course restart over typed references	re/tools/oracle_vectors/xdb_amer_func_1ccf_natural.json:6
xdb_croolis	0x001c1b	croolis/func_001c1b_resume_stage_final.c	xdb_croolis_resume_stage_final	crates/commander-blood-game/src/native/alien/resume.rs	update_resume_final_stage	Direct queue-anchor steering and deferred paired-node course restart over typed references	re/tools/oracle_vectors/xdb_croolis_func_1c1b_natural.json:6
xdb_scrut	0x001cdb	scrut/func_001cdb_resume_stage_final.c	xdb_scrut_resume_stage_final	crates/commander-blood-game/src/native/alien/resume.rs	update_resume_final_stage	Direct queue-anchor steering and deferred paired-node course restart over typed references	re/tools/oracle_vectors/xdb_scrut_func_1cdb_natural.json:6
xdb_amer	0x001c34	amer/func_001c34_resume_1c34.c	xdb_amer_resume_1c34	crates/commander-blood-game/src/native/alien/resume.rs	update_resume_queue	Flat typed queue consumption with idle angle drift or immediate paired-node continuation	re/tools/oracle_vectors/xdb_amer_func_1c34_natural.json:6
xdb_croolis	0x001b85	croolis/func_001b85_resume_1b85.c	xdb_croolis_resume_1b85	crates/commander-blood-game/src/native/alien/resume.rs	update_resume_queue	Flat typed queue consumption with idle angle drift or immediate paired-node continuation	re/tools/oracle_vectors/xdb_croolis_func_1b85_natural.json:6
xdb_scrut	0x001c45	scrut/func_001c45_resume_1c45.c	xdb_scrut_resume_1c45	crates/commander-blood-game/src/native/alien/resume.rs	update_resume_queue	Flat typed queue consumption with idle angle drift or immediate paired-node continuation	re/tools/oracle_vectors/xdb_scrut_func_1c45_natural.json:6
bloodprg	0x006339	seg_04da/func_006339_vm_condition_5.c	vm_condition_5	crates/commander-blood-game/src/native/bloodprg/presentation.rs	evaluate_text_conditions	Random, signed field, history-ring, spoken-word, and presentation-section conditions over typed IDs and flat owned collections	re/tools/oracle_vectors/func_6339_natural.json:15
bloodprg	0x00660c	seg_04da/func_00660c_vm_op_a6_text.c	vm_op_a6_text	crates/commander-blood-game/src/native/bloodprg/text_handler.rs	handle_text_instruction	Typed line and token state, owned subtitle and menu buffers, flat skip and resume control, and exact accepted or gated presentation behavior	re/tools/oracle_vectors/func_660c_natural.json:11
bloodprg	0x0067a7	seg_04da/func_0067a7_strlen_b.c	strlen_b	crates/commander-blood-game/src/native/bloodprg/text.rs	bounded_nul_byte_len	Bounded flat-slice string length preserving every original result without far-pointer scanning	re/tools/oracle_vectors/func_67a7_natural.json:8
bloodprg	0x0067ba	seg_04da/func_0067ba_vm_op_a7_set_if_presentation.c	vm_op_a7_set_if_presentation	crates/commander-blood-game/src/native/bloodprg/sequence.rs	offer_topic_if_presentation_active	Interned optional topic publication gated by typed presentation state	re/tools/oracle_vectors/func_67ba_natural.json:6
bloodprg	0x0067c8	seg_04da/func_0067c8_vm_op_a8_load_string.c	vm_op_a8_load_string	crates/commander-blood-game/src/native/bloodprg/sequence.rs	load_sequence_request	Owned sequence basename and typed presentation request state without fixed buffers or segmented addresses	re/tools/oracle_vectors/func_67c8_natural.json:10
bloodprg	0x006830	seg_04da/func_006830_vm_op_a9_cond_jump.c	vm_op_a9_cond_jump	crates/commander-blood-game/src/native/bloodprg/procedure.rs	evaluate_procedure_gate	Typed procedure-enabled gate with explicit root-guard replacement or flat source-position jump	re/tools/oracle_vectors/func_6830_natural.json:9
bloodprg	0x00684c	seg_04da/func_00684c_vm_op_ab_poke_byte.c	vm_op_ab_poke_byte	crates/commander-blood-game/src/native/bloodprg/procedure.rs	apply_procedure_activation	Procedure-ID Boolean assignment replacing every shipped self-modifying enabled-byte write	re/tools/oracle_vectors/func_684c_natural.json:10
bloodprg	0x006855	seg_04da/func_006855_vm_op_aa_yield.c	vm_op_aa_yield	crates/commander-blood-game/src/native/bloodprg/script.rs	request_yield	Flat execution-pass yield request without fixed-address state	re/tools/oracle_vectors/func_6855_natural.json:6
bloodprg	0x00685c	seg_04da/func_00685c_vm_op_ac_yield.c	vm_op_ac_yield	crates/commander-blood-game/src/native/bloodprg/script.rs	request_selector_yield	Distinct BAS selector-yield request over the same typed execution state	re/tools/oracle_vectors/func_685c_natural.json:6
bloodprg	0x006863	seg_04da/func_006863_vm_op_shared_state_marker.c	vm_op_shared_state_marker	crates/commander-blood-game/src/native/bloodprg/state.rs	apply_shared_state_operation	Signed comparisons and wrapping mutations over bounded typed object or trailing-state words	re/tools/oracle_vectors/func_6863_natural.json:20
bloodprg	0x006902	seg_04da/func_006902_vm_op_shared_ae_b0_state.c	vm_op_shared_ae_b0_state	crates/commander-blood-game/src/native/bloodprg/state.rs	apply_shared_bit_operation	Masked presence queries and set or clear mutations over one bounded typed state word	re/tools/oracle_vectors/func_6902_natural.json:14
bloodprg	0x005fd8	seg_04da/func_005fd8_vm_special_slot_remove.c	vm_special_slot_remove	crates/commander-blood-game/src/native/bloodprg/aboard.rs	remove_aboard_object	First-match removal from a fixed-capacity typed aboard-object roster	re/tools/oracle_vectors/func_5fd8_natural.json:6
bloodprg	0x005ff6	seg_04da/func_005ff6_vm_special_slot_insert.c	vm_special_slot_insert	crates/commander-blood-game/src/native/bloodprg/aboard.rs	insert_aboard_object	Duplicate-preserving first-free insertion into a fixed-capacity typed aboard-object roster	re/tools/oracle_vectors/func_5ff6_natural.json:7
bloodprg	0x006946	seg_04da/func_006946_vm_op_shared_record_wildcard.c	vm_op_shared_record_wildcard	crates/commander-blood-game/src/native/bloodprg/record.rs	apply_direct_record_operation	Typed relationship and topic comparisons or assignments with aboard-roster maintenance	re/tools/oracle_vectors/func_6946_natural.json:17
bloodprg	0x0069c7	seg_04da/func_0069c7_vm_op_cd_state_gated.c	vm_op_cd_state_gated	crates/commander-blood-game/src/native/bloodprg/record.rs	apply_transfer	Typed object transfers and triple queries with holder, aboard-roster, and presentation effects	re/tools/oracle_vectors/func_69c7_natural.json:20
bloodprg	0x006aa7	seg_04da/func_006aa7_vm_op_b7_record_op.c	vm_op_b7_record_op	crates/commander-blood-game/src/native/bloodprg/state.rs	apply_bit_flag_operation	Bounded typed state-byte query or mutation with high-bit-first authored indexing	re/tools/oracle_vectors/func_6aa7_natural.json:14
bloodprg	0x006b06	seg_04da/func_006b06_vm_op_b8_record_readwrite.c	vm_op_b8_record_readwrite	crates/commander-blood-game/src/native/bloodprg/record.rs	apply_record_pair_operation	Bounded adjacent-word comparison or assignment with typed owner-reference invalidation	re/tools/oracle_vectors/func_6b06_natural.json:10
bloodprg	0x00604e	seg_04da/func_00604e_active_object_list_build.c	active_object_list_build	crates/commander-blood-game/src/native/bloodprg/vm.rs	active_objects_in_play	Stable typed identities for decoded profile objects carrying the native in-play flag	re/tools/oracle_vectors/func_604e_natural.json:5
bloodprg	0x006210	seg_04da/func_006210_ship_3d_object_table_bit_test_full.c	ship_3d_object_table_bit_test_full	crates/commander-blood-game/src/native/bloodprg/navigation.rs	object_links_to	Bounded high-bit-first character-link membership using stable target object indices	re/tools/oracle_vectors/func_6210_natural.json:8
bloodprg	0x00624b	seg_04da/func_00624b_ship_3d_nav_source_list_build_full.c	ship_3d_nav_source_list_build_full	crates/commander-blood-game/src/native/bloodprg/navigation.rs	navigation_source_objects	Cycle-checked depth-first traversal of typed parent relations with owned typed results	re/tools/oracle_vectors/func_624b_natural.json:8
bloodprg	0x0060dd	seg_04da/func_0060dd_ship_3d_position_distance.c	ship_3d_position_distance	crates/commander-blood-game/src/native/bloodprg/navigation.rs	navigation_distance	Typed live-coordinate resolution with exact wrapped distance arithmetic and recovered integer square root	re/tools/oracle_vectors/func_60dd_natural.json:6
bloodprg	0x0061a6	seg_04da/func_0061a6_ship_3d_position_field_resolve.c	ship_3d_position_field_resolve	crates/commander-blood-game/src/native/bloodprg/navigation.rs	resolve_navigation_position	Cycle-checked typed parent and arche traversal with contextual black-hole coordinate selection	re/tools/oracle_vectors/func_61a6_natural.json:8
bloodprg	0x006b4c	seg_04da/func_006b4c_vm_op_c1_record_state.c	vm_op_c1_record_state	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_record_state_operation	Typed C1 action queries and navigation assignments with explicit special-object mappings and graph-based redirect/source gates	re/tools/oracle_vectors/func_6b4c_natural.json:21
bloodprg	0x006c7e	seg_04da/func_006c7e_vm_op_c4_actor.c	vm_op_c4_actor	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_actor_record_operation	Typed actor-presentation queries and assignments with active-object gates and reciprocal action conflict rejection	re/tools/oracle_vectors/func_6c7e_natural.json:20
bloodprg	0x006d18	seg_04da/func_006d18_vm_op_c5_record_match.c	vm_op_c5_record_match	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_world_state_record_operation	Bounded C5 world-state link queries and guarded assignments over typed action slots and object flags	re/tools/oracle_vectors/func_6d18_natural.json:14
bloodprg	0x006d80	seg_04da/func_006d80_vm_op_c6_record_match.c	vm_op_c6_record_match	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_travel_record_operation	Typed C6 travel-relation queries and unconditional assignments over bounded action slots	re/tools/oracle_vectors/func_6d80_natural.json:11
bloodprg	0x006dcf	seg_04da/func_006dcf_vm_op_c7_record_match.c	vm_op_c7_record_match	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_active_object_record_operation	Typed C7 active-object relations with empty-or-actor destination replacement gates	re/tools/oracle_vectors/func_6dcf_natural.json:15
bloodprg	0x006e34	seg_04da/func_006e34_vm_op_c2_record_full.c	vm_op_c2_record_full	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_aboard_record_operation	Typed C2 aboard transitions with roster capacity holder relations and actor or inventory presentation requests	re/tools/oracle_vectors/func_6e34_natural.json:23
bloodprg	0x006eee	seg_04da/func_006eee_vm_op_c3_state_record.c	vm_op_c3_state_record	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_presentation_queue_operation	Typed C3 queued-presentation queries and active-object assignments with actor-record conflict rejection	re/tools/oracle_vectors/func_6eee_natural.json:16
bloodprg	0x006f62	seg_04da/func_006f62_vm_op_c8_record_match.c	vm_op_c8_record_match	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_opaque_marker_record_operation	Bounded C8 opaque-marker queries and empty-slot assignments with no invented gameplay semantics for this dormant opcode	re/tools/oracle_vectors/func_6f62_natural.json:13
bloodprg	0x006fb9	seg_04da/func_006fb9_vm_op_c9_clear_record_full.c	vm_op_c9_clear_record_full	crates/commander-blood-game/src/native/bloodprg/record_state.rs	apply_record_clear_operation	Typed C9 action teardown with reciprocal actor-slot clearing and explicit sequence and ship-depth state reset	re/tools/oracle_vectors/func_6fb9_natural.json:8
bloodprg	0x006ff3	seg_04da/func_006ff3_draw_hud_element_2bc7.c	draw_hud_element_2bc7	crates/commander-blood-game/src/native/bloodprg/ship_view.rs	select_ship_view_artwork	Typed ship-view position matching world-artwork activation resource requests and offscreen entity staging over owned object identities	re/tools/oracle_vectors/func_6ff3_natural.json:16
bloodprg	0x0070ee	seg_04da/func_0070ee_ship_3d_navigation_candidate_build.c	ship_3d_navigation_candidate_build	crates/commander-blood-game/src/native/bloodprg/navigation.rs	navigation_candidates	Depth-first typed descendant traversal with Honk exclusion and exact active-actor filtering into owned object identities	re/tools/oracle_vectors/func_70ee_natural.json:7
bloodprg	0x00713d	seg_04da/func_00713d_vm_state_record_processor.c	vm_state_record_processor	crates/commander-blood-game/src/native/bloodprg/navigation.rs	objects_at_arche_position	Authored-order active navigation-object selection at Arche coordinates with typed location-holder resolution	re/tools/oracle_vectors/func_713d_natural.json:16
bloodprg	0x0071cf	seg_04da/func_0071cf_nav_kind2_target_list_build.c	nav_kind2_target_list_build	crates/commander-blood-game/src/native/bloodprg/navigation.rs	navigation_actor_targets	In-play actor target selection with explicit Honk and Radio exclusions over owned object identities	re/tools/oracle_vectors/func_71cf_natural.json:9
bloodprg	0x00721a	seg_04da/func_00721a_nav_chart_list_build.c	nav_chart_list_build	crates/commander-blood-game/src/native/bloodprg/navigation.rs	navigation_chart_objects	In-play chart-object selection for typed celestial navigation and black-hole records	re/tools/oracle_vectors/func_721a_natural.json:7
bloodprg	0x007259	seg_04da/func_007259_ship_3d_presentable_name_list_build.c	ship_3d_presentable_name_list_build	crates/commander-blood-game/src/native/bloodprg/navigation.rs	presentable_navigation_objects	Target-first depth-first presentable navigation selection using typed object identities in place of embedded-name pointers	re/tools/oracle_vectors/func_7259_natural.json:11
bloodprg	0x0072a8	seg_04da/func_0072a8_dlg_menu_words_inline_reveal_step.c	dlg_menu_words_inline_reveal_step	crates/commander-blood-game/src/native/bloodprg/menu_reveal.rs	reveal_inline_menu_step	Backend-independent typed menu reveal layout with exact cadence punctuation wrapping and completion timing	re/tools/oracle_vectors/func_72a8_natural.json:16
bloodprg	0x00739b	seg_04da/func_00739b_vm_cod_scan.c	vm_cod_scan	crates/commander-blood-game/src/native/bloodprg/text_scan.rs	activate_object_text	Typed object-owned text activation over predecoded top-level and block registries without mutable COD bytes	re/tools/oracle_vectors/func_739b_natural.json:4
bloodprg	0x007542	seg_04da/func_007542_byte_parser_op_01_mark_b16.c	byte_parser_op_01_mark_b16	crates/commander-blood-game/src/native/bloodprg/descript.rs	stop_before_location_record	Explicit typed next-Location boundary replacing the native DESCRIPT parser stop byte	re/tools/oracle_vectors/func_7542_natural.json:2
bloodprg	0x007549	seg_04da/func_007549_byte_parser_op_02_mark_b16.c	byte_parser_op_02_mark_b16	crates/commander-blood-game/src/native/bloodprg/descript.rs	stop_before_character_record	Explicit typed next-Character boundary replacing the native DESCRIPT parser stop byte	re/tools/oracle_vectors/func_7549_natural.json:2
bloodprg	0x007550	seg_04da/func_007550_byte_parser_op_0f_mark_b16.c	byte_parser_op_0f_mark_b16	crates/commander-blood-game/src/native/bloodprg/descript.rs	stop_before_object_record	Explicit typed next-Object boundary replacing the native DESCRIPT parser stop byte	re/tools/oracle_vectors/func_7550_natural.json:2
bloodprg	0x007557	seg_04da/func_007557_byte_parser_op_04_mark_b16.c	byte_parser_op_04_mark_b16	crates/commander-blood-game/src/native/bloodprg/descript.rs	stop_before_sequence_record	Explicit typed next-Sequence boundary replacing the native DESCRIPT parser stop byte	re/tools/oracle_vectors/func_7557_natural.json:2
bloodprg	0x00755e	seg_04da/func_00755e_index_lookup_dca.c	index_lookup_dca	crates/commander-blood-game/src/native/bloodprg/descript.rs	cache_background_image	Four-slot owned background-image cache preserving original prefix hits while replacing DOS temporary-file copies with direct resource loads	re/tools/oracle_vectors/func_755e_natural.json:8
bloodprg	0x007612	seg_04da/func_007612_credit_presenter_b_cryo.c	credit_presenter_b_cryo	crates/commander-blood-game/src/native/bloodprg/descript.rs	stage_descript_caption	Byte-preserving typed location and ship caption staging over the shared owned subtitle presentation state	re/tools/oracle_vectors/func_7612_natural.json:5
bloodprg	0x007629	seg_04da/func_007629_byte_parser_copy_20b8_printable.c	byte_parser_copy_20b8_printable	crates/commander-blood-game/src/native/bloodprg/descript.rs	select_location_scene_video	Typed primary location HNM selection over owned case-preserving resource names	re/tools/oracle_vectors/func_7629_natural.json:8
bloodprg	0x00763e	seg_04da/func_00763e_byte_parser_snd_bank_name_load.c	byte_parser_snd_bank_name_load	crates/commander-blood-game/src/native/bloodprg/descript.rs	load_descript_sound_bank	Typed SND bank selection with the original presentation-active load gate and a modern audio backend boundary	re/tools/oracle_vectors/func_763e_natural.json:8
bloodprg	0x00766f	seg_04da/func_00766f_byte_parser_copy_24c6_printable.c	byte_parser_copy_24c6_printable	crates/commander-blood-game/src/native/bloodprg/descript.rs	select_object_scene_video	Typed inventory and world-object HNM selection over owned case-preserving resource names	re/tools/oracle_vectors/func_766f_natural.json:8
bloodprg	0x007684	seg_04da/func_007684_dlg_line_asset_table_fill.c	dlg_line_asset_table_fill	crates/commander-blood-game/src/native/bloodprg/descript.rs	append_descript_talk_clip	Authored-order typed talk clips pairing HNM names with one of four cached backgrounds or the shipped no-background sentinel	re/tools/oracle_vectors/func_7684_natural.json:12
bloodprg	0x0076ba	seg_04da/func_0076ba_byte_parser_store_word_1fa5.c	byte_parser_store_word_1fa5	crates/commander-blood-game/src/native/bloodprg/descript.rs	set_location_scene_top_row	Typed location-video vertical placement decoded from a little-endian row value rather than a fixed state word	re/tools/oracle_vectors/func_76ba_natural.json:8
bloodprg	0x0076c0	seg_04da/func_0076c0_byte_parser_copy_2460_printable.c	byte_parser_copy_2460_printable	crates/commander-blood-game/src/native/bloodprg/descript.rs	select_character_right_scene_video	Typed character right-side HNM selection derived from shipped cd resource naming	re/tools/oracle_vectors/func_76c0_natural.json:8
bloodprg	0x0076d5	seg_04da/func_0076d5_byte_parser_copy_247a_printable.c	byte_parser_copy_247a_printable	crates/commander-blood-game/src/native/bloodprg/descript.rs	select_character_left_scene_video	Typed character left-side HNM selection derived from shipped cg resource naming	re/tools/oracle_vectors/func_76d5_natural.json:8
bloodprg	0x0076ea	seg_04da/func_0076ea_index_lookup_1fd7.c	index_lookup_1fd7	crates/commander-blood-game/src/native/bloodprg/descript.rs	load_descript_idle_clip	Typed character idle clip selection with direct owned HNM loading replacing both EMS and XMS cache paths	re/tools/oracle_vectors/func_76ea_natural.json:10
bloodprg	0x007754	seg_04da/func_007754_byte_parser_copy_131a_entry.c	byte_parser_copy_131a_entry	crates/commander-blood-game/src/native/bloodprg/descript.rs	append_descript_sequence_video	Authored-order standalone sequence HNM playlist using typed owned names instead of a banked fixed-slot table and wrapping byte count	re/tools/oracle_vectors/func_7754_natural.json:8
bloodprg	0x007776	seg_04da/func_007776_byte_parser_stream_0f18_append.c	byte_parser_stream_0f18_append	crates/commander-blood-game/src/native/bloodprg/descript.rs	append_descript_sequence_subtitle	Frame-thresholded centered sequence subtitles using typed owned cues instead of a packed byte stream cursor and negative sentinel	re/tools/oracle_vectors/func_7776_natural.json:7
bloodprg	0x007788	seg_04da/func_007788_fs_name_area_read.c	fs_name_area_read	crates/commander-blood-game/src/native/bloodprg/descript.rs	select_descript_character_sprite	Typed character portrait SPR selection whose option presence replaces the FS-backed filename area and separate dirty flag	re/tools/oracle_vectors/func_7788_natural.json:8
bloodprg	0x0077a9	seg_04da/func_0077a9_music_voc_name_patcher.c	music_voc_name_patcher	crates/commander-blood-game/src/native/bloodprg/descript.rs	select_descript_music	Normalized typed background-music selection preserving the original prefix comparison while replacing path-template mutation and accumulated flag bytes	re/tools/oracle_vectors/func_77a9_natural.json:11
bloodprg	0x007409	seg_04da/func_007409_vm_c2_descript_lookup.c	vm_c2_descript_lookup	crates/commander-blood-game/src/native/bloodprg/descript_lookup.rs	lookup_and_apply_descript_record	Exact typed directory lookup and authored-order command application over flat owned records and explicit resource backends instead of DOS file IO scratch buffers fixed tables and sentinels	re/tools/oracle_vectors/func_7409_natural.json:25
bloodprg	0x0077e0	seg_071e/func_0077e0_bridge_render_frame.c	bridge_render_frame	crates/commander-blood-game/src/native/bloodprg/bridge_frame.rs	render_bridge_frame	Typed bridge-frame orchestration over explicit scene-link comparison-extent state and semantic renderer operations without overloaded context offsets packed flags or sprite slot literals	re/tools/oracle_vectors/func_77e0_natural.json:21
bloodprg	0x007cb4	seg_071e/func_007cb4_selected_mask_overlay.c	selected_mask_overlay	crates/commander-blood-game/src/native/bloodprg/selected_mask.rs	draw_presentation_choice_number	Bounded six-choice number overlay rasterization into a flat indexed framebuffer using executable-verified authored masks and semantic choice values	re/tools/oracle_vectors/func_7cb4_natural.json:6
bloodprg	0x007ce8	seg_071e/func_007ce8_list_walk_f18.c	list_walk_f18	crates/commander-blood-game/src/native/bloodprg/sequence_subtitles.rs	present_sequence_subtitle	Frame-timed centered sequence subtitles over decoded typed cues renderer-owned video time and authored text slices without packed streams address cursors or terminal markers	re/tools/oracle_vectors/func_7ce8_natural.json:14
bloodprg	0x0078d0	seg_071e/func_0078d0_presentation_mode_dispatch.c	presentation_mode_dispatch	crates/commander-blood-game/src/native/bloodprg/presentation_hover.rs	update_presentation_hover	Typed bridge presentation hover selection over semantic optional regions inclusive logical rectangles and generic actor states instead of shared UI and activity flag bytes	re/tools/oracle_vectors/func_78d0_natural.json:20
bloodprg	0x0079e5	seg_071e/func_0079e5_screen_mode_update.c	screen_mode_update	crates/commander-blood-game/src/native/bloodprg/screen_presentation.rs	update_presentation_screen	Typed bridge presentation phase machine over semantic front and back targets decoded record choices owned scene lines explicit queue results and subsystem boundaries without numeric phase words fixed tables shared flags or buffer pointer swaps	re/tools/oracle_vectors/func_79e5_natural.json:34
bloodprg	0x00792d	seg_071e/func_00792d_camera_nav_update.c	camera_nav_update	crates/commander-blood-game/src/native/bloodprg/camera_navigation.rs	update_camera_navigation	Typed camera destination polling slot arming and flat owned palette transition initialization over decoded world kinds and semantic ship state without record arena offsets packed flags or far memory operations	re/tools/oracle_vectors/func_792d_natural.json:16
bloodprg	0x007d7b	seg_071e/func_007d7b_nav_actor_slot_update_loop.c	nav_actor_slot_update_loop	crates/commander-blood-game/src/native/bloodprg/actor_slots.rs	update_nav_actor_slots	Six-slot bridge actor coordination over typed busy gates mouse latches seek state wrapped arcs and explicit handler callbacks without packed records shared flag bytes or a native code table	re/tools/oracle_vectors/func_7d7b_natural.json:20
bloodprg	0x007e1c	seg_071e/func_007e1c_presentation_line_helper.c	presentation_line_helper	crates/commander-blood-game/src/native/bloodprg/presentation_line.rs	update_presentation_line	Typed resource-backed presentation line loading drawing and forward or reverse frame progression over explicit playback state without filename tables packed records or a shared resource buffer	re/tools/oracle_vectors/func_7e1c_natural.json:12
bloodprg	0x00813a	seg_071e/func_00813a_nav_actor_handler_2.c	nav_actor_handler_2	crates/commander-blood-game/src/native/bloodprg/actor_handler_palette.rs	update_ship_palette_actor	Typed ship palette presentation actor over semantic eligibility reusable line playback and a flat 576-byte palette snapshot without UI masks numeric actor states packed line flags or memory copies	re/tools/oracle_vectors/func_813a_natural.json:6
bloodprg	0x0081fb	seg_071e/func_0081fb_nav_actor_handler_4.c	nav_actor_handler_4	crates/commander-blood-game/src/native/bloodprg/actor_handler_radio.rs	update_radio_actor	Typed radio-record presentation actor over optional generic record links semantic deferred actions and reusable line playback without zero sentinel links numeric record tags UI masks or packed line flags	re/tools/oracle_vectors/func_81fb_natural.json:9
bloodprg	0x00817e	seg_071e/func_00817e_nav_actor_handler_3.c	nav_actor_handler_3	crates/commander-blood-game/src/native/bloodprg/actor_handler_panel.rs	update_panel_close_actor	Typed panel-close presentation actor over signed zoom state semantic ownership mouse latches queue finalization and reusable line playback without UI masks byte mode flags numeric actor states or packed records	re/tools/oracle_vectors/func_817e_natural.json:10
bloodprg	0x008082	seg_071e/func_008082_nav_actor_handler_5.c	nav_actor_handler_5	crates/commander-blood-game/src/native/bloodprg/actor_handler_camera.rs	update_camera_presentation_actor	Typed bridge camera presentation actor over semantic blockers optional selected locations reusable line playback page-transition feedback and flat owned state without UI masks numeric actor states packed line flags or segmented memory	re/tools/oracle_vectors/func_8082_natural.json:14
bloodprg	0x007ec0	seg_071e/func_007ec0_nav_actor_handler_1.c	nav_actor_handler_1	crates/commander-blood-game/src/native/bloodprg/actor_handler_black_hole.rs	update_black_hole_presentation_actor	Typed two-pass black-hole presentation actor over decoded object kinds stable record links semantic deferred travel live bridge blockers and named authored resources without raw object offsets action tags packed shared bytes or segmented memory	re/tools/oracle_vectors/func_7ec0_natural.json:21
bloodprg	0x007f9c	seg_071e/func_007f9c_nav_actor_handler_0.c	nav_actor_handler_0	crates/commander-blood-game/src/native/bloodprg/actor_handler_hyperjump.rs	update_hyperjump_presentation_actor	Typed two-pass hyperjump presentation actor over optional deferred records semantic navigation actions distinct panel ownership gates dynamic camera progress and named authored resources without packed state bytes numeric action tags or segmented memory	re/tools/oracle_vectors/func_7f9c_natural.json:24
bloodprg	0x008269	seg_071e/func_008269_mouse_hit_test.c	mouse_hit_test	crates/commander-blood-game/src/native/bloodprg/bridge_input.rs	latch_primary_pointer_hit	Boolean primary-pointer hit latching over the shared signed wrapping inclusive rectangle without packed hit flags shared mouse bytes or native pointer state	re/tools/oracle_vectors/func_8269_natural.json:12
bloodprg	0x008295	seg_071e/func_008295_region_record_hittest.c	region_record_hittest	crates/commander-blood-game/src/native/bloodprg/bridge_input.rs	primary_pointer_hits_region	Typed primary-pointer region predicate preserving signed wrapping inclusive bounds while replacing carry returns calling-convention state and record pointers	re/tools/oracle_vectors/func_8295_natural.json:12
bloodprg	0x0082c3	seg_071e/func_0082c3_ui_region_31_poll.c	ui_region_31_poll	crates/commander-blood-game/src/native/bloodprg/bridge_input.rs	poll_status_region	Bounded dynamic status-region polling over typed pointer samples and entity enablement without fixed entity-table slots repeated address reads or a negative sentinel	re/tools/oracle_vectors/func_82c3_natural.json:6
bloodprg	0x0082e8	seg_071e/func_0082e8_nav_state_gate.c	nav_state_gate	crates/commander-blood-game/src/native/bloodprg/navigation_status.rs	update_navigation_status	Typed navigation status hover and owned logical text composition over decoded location kinds source relationships and semantic display modes without record offsets packed alias bytes or fixed text buffers	re/tools/oracle_vectors/func_82e8_natural.json:13
bloodprg	0x008428	seg_071e/func_008428_list_widget_layout_unified.c	list_widget_layout_unified	crates/commander-blood-game/src/native/bloodprg/choice_list.rs	update_choice_list	Renderer-neutral typed choice-list layout interaction and row planning over borrowed labels measured widths and owned semantic hover state without sentinel arrays string offsets segmented aliases or VGA drawing calls	re/tools/oracle_vectors/func_8428_natural.json:15
bloodprg	0x0085e2	seg_071e/func_0085e2_nav_choice_dispatch.c	nav_choice_dispatch	crates/commander-blood-game/src/native/bloodprg/bridge_console.rs	update_bridge_console_dispatch	Typed five-command bridge console dispatch with semantic gates frame-derived hit geometry and renderer palette plans without packed UI bytes VGA port writes or numeric handler dispatch	re/tools/oracle_vectors/func_85e2_natural.json:34
bloodprg	0x008713	seg_071e/func_008713_nav_choice_handler_0.c	nav_choice_handler_0	crates/commander-blood-game/src/native/bloodprg/bridge_console.rs	activate_horn_choice	Typed horn presentation-record activation over stable decoded record identity and semantic panel phase without record tags raw links or packed phase bits	re/tools/oracle_vectors/func_8713_natural.json:6
bloodprg	0x00872c	seg_071e/func_00872c_nav_choice_handler_1.c	nav_choice_handler_1	crates/commander-blood-game/src/native/bloodprg/bridge_console.rs	update_navigation_target_choice	Owned decoded navigation-target chooser with typed record IDs labels panel lifecycle cancel behavior and sound-bank request without name offsets sentinel arrays or pointer arithmetic	re/tools/oracle_vectors/func_872c_natural.json:7
bloodprg	0x0087bd	seg_071e/func_0087bd_nav_choice_handler_2.c	nav_choice_handler_2	crates/commander-blood-game/src/native/bloodprg/bridge_console.rs	update_contact_choice	Owned known-contact chooser over optional typed slots stable record IDs semantic redraw state and checked list selection without zero sentinels name offsets or wrapped memory access	re/tools/oracle_vectors/func_87bd_natural.json:7
bloodprg	0x008848	seg_071e/func_008848_nav_choice_handler_3.c	nav_choice_handler_3	crates/commander-blood-game/src/native/bloodprg/bridge_console.rs	activate_radio_choice	Typed radio presentation-record activation and semantic sound-bank reload without numeric record tags DOS path pointers or packed phase bytes	re/tools/oracle_vectors/func_8848_natural.json:6
bloodprg	0x00886c	seg_071e/func_00886c_nav_choice_handler_4.c	nav_choice_handler_4	crates/commander-blood-game/src/native/bloodprg/bridge_console.rs	update_option_menu	Typed authored options menu with explicit text music save load and quit commands host audio operations and semantic motion requests without low-byte aliases mutable label pointers or DOS input globals	re/tools/oracle_vectors/func_886c_natural.json:17
